,ID,LOCATION,CONDITION,MODEL,MANUFACTURER,YEAR BUILT,CATEGORY,SUBCATEGORY,MATERIAL,LENGTH (m),BEAM (m),DRAUGHT,NUM_ENGINES,ENGINE_HP,ENGINE_KW,PRICE_EUR,LINK
828,245249,,NEW BOAT,44,Solaris,2023,sailingboats,Sailing Yacht,,13.35,4.18,2.6,1,,,2700,https://www.boat24.com/en/catalog/sailingboats/solaris/44/2023/245249/
830,527758,Croatia,USED BOAT,Fairline Squadron 78 Custom,Fairline,2013,powerboats,Motor Yacht,GRP,22.39,5.64,,2,1622.0,1193.0,1590000,https://www.boat24.com/en/powerboats/fairline/fairline-squadron-78-custom/detail/527758/
831,485642,Hungary,NEW BOAT,Malibu 25 LSV,Malibu,2022,powerboats,Wakeboard/Wakesurf,,7.62,2.59,,1,,,17000,https://www.boat24.com/en/powerboats/malibu/malibu-25-lsv/detail/485642/
832,325775,Switzerland,NEW BOAT,Regal LS9 Surf,Regal,2023,powerboats,Wakeboard/Wakesurf,GRP,9.0,2.74,,1,380.0,279.0,278154.0,https://www.boat24.com/en/powerboats/regal/regal-ls9-surf/detail/325775/
833,243840,,NEW BOAT,Quant 23,Quant Boats,2023,sailingboats,Regatta Boat,,7.08,1.96,,1,,,180000,https://www.boat24.com/en/catalog/sailingboats/quant-boats/quant-23/2023/243840/
835,519937,Germany,NEW BOAT,Integrity 380 Fly,Integrity,2023,powerboats,Flybridge,GRP,11.7,4.11,1.2,1,230.0,169.0,420000,https://www.boat24.com/en/powerboats/integrity/integrity-380-fly/detail/519937/
836,428410,Switzerland,NEW BOAT,Pioner Multi,Pioner,2023,powerboats,Sport Boat,,5.3,2.15,,1,,,19165.8,https://www.boat24.com/en/powerboats/pioner/pioner-multi/detail/428410/
837,167441,,NEW BOAT,nan,nan,2023,sailingboats,UNKNOWN,,UNKNOWN,UNKNOWN,,1,,,266000,https://www.boat24.com/en/catalog/sailingboats/dehler/31/1987/167441/
838,536551,Switzerland,NEW BOAT,Marian Delta 600,Marian,2023,powerboats,Sport Boat,GRP,6.35,2.15,,1,54.0,4.0,44157,https://www.boat24.com/en/powerboats/marian/marian-delta-600/detail/536551/
840,540489,Italy,USED BOAT,Formula Sun Sport 260,Formula,2004,powerboats,Cabin Cruiser,GRP,7.92,2.59,0.81,1,430.0,316.0,27000,https://www.boat24.com/en/powerboats/formula/formula-sun-sport-260/detail/540489/
841,530447,Germany,USED BOAT,Yamaha WaveRunner EX Sport,Yamaha,2021,smallboats,Personal Water Craft,GRP,3.14,1.13,,1,100.0,74.0,12900,https://www.boat24.com/en/smallboats/yamaha-waverunner/yamaha-waverunner-ex-sport/detail/530447/
842,538619,Switzerland,USED BOAT,Beneteau first 18,Beneteau,1979,sailingboats,Motorsailer,GRP,5.45,2.4,1.1,1,,44.0,4080.0,https://www.boat24.com/en/sailingboats/beneteau/beneteau-first-18/detail/538619/
843,528482,Switzerland,NEW BOAT,Quicksilver ACTIV 455 OPEN / Mercury 8cv,Quicksilver,2023,powerboats,Sport Boat,GRP,4.44,1.8,,1,80.0,59.0,17727.6,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-activ-455-open-mercury-8cv/detail/528482/
845,545701,Germany,USED BOAT,Fairline Phantom 41,Fairline,1993,powerboats,Cabin Cruiser,GRP,13.49,4.17,1.0,2,426.0,313.0,139000,https://www.boat24.com/en/powerboats/fairline/fairline-phantom-41/detail/545701/
846,525575,Germany,NEW BOAT,Sea Ray 190 SPX,Sea,2023,powerboats,Bowrider,GRP,5.94,2.54,0.88,1,200.0,147.0,70370,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-190-spx/detail/525575/
