,ID,LOCATION,CONDITION,MODEL,MANUFACTURER,YEAR BUILT,CATEGORY,SUBCATEGORY,MATERIAL,LENGTH (m),BEAM (m),DRAUGHT,NUM_ENGINES,ENGINE_HP,ENGINE_KW,PRICE_EUR,LINK
5425,491737,Germany,NEW BOAT,Karnic SL601,Karnic,2022,powerboats,Sport Boat,GRP,6.7,2.45,0.34,1,150.0,110.0,54000.0,https://www.boat24.com/en/powerboats/karnic/karnic-sl601/detail/491737/
5427,528233,Italy,USED BOAT,A. Mostes Pegaso 28,A.,2009,powerboats,Classic Power Boat,GRP,9.1,2.55,0.8,2,250.0,184.0,18000.0,https://www.boat24.com/en/powerboats/a-mostes/a-mostes-pegaso-28/detail/528233/
5432,542373,Sweden,USED BOAT,Hallberg-Rassy Monsun 31,Hallberg-Rassy,1978,sailingboats,Keelboat,GRP,9.36,2.87,1.4,1,23.0,17.0,20400.0,https://www.boat24.com/en/sailingboats/hallberg-rassy/hallberg-rassy-monsun-31/detail/542373/
5433,493183,Croatia,USED BOAT,nan,nan,2006,powerboats,Motor Yacht,GRP,15.5,4.47,1.0,2,544.0,400.0,299000.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-515-sundancer/detail/493183/
5435,512462,Germany,USED BOAT,Dehler 39,Dehler,2000,sailingboats,Sailing Yacht,GRP,11.4,3.85,1.98,1,40.0,29.0,129500.0,https://www.boat24.com/en/sailingboats/dehler/dehler-39/detail/512462/
5439,541959,Germany,USED BOAT,Marieholm Internationales Folkeboot IF Boot,Marieholm,1975,sailingboats,Daysailer,GRP,7.87,2.25,1.21,1,50.0,37.0,6700.0,https://www.boat24.com/en/sailingboats/marieholm/marieholm-internationales-folkeboot-if-boot/detail/541959/
5440,532446,Switzerland,NEW BOAT,nan,nan,2024,powerboats,Flybridge,GRP,15.9,4.65,1.1,2,480.0,353.0,1449000.0,https://www.boat24.com/en/powerboats/absolute/absolute-navetta-52/detail/532446/
5442,444817,Netherlands,USED BOAT,One-off S-SPANT,One-off,1975,sailingboats,Sailing Yacht,Steel,11.2,3.6,1.6,1,42.0,31.0,14950.0,https://www.boat24.com/en/sailingboats/one-off-s-spant/detail/444817/
5443,544435,Netherlands,USED BOAT,WMS Classic 35,WMS,2009,powerboats,Trawler,Steel,11.5,3.6,1.1,1,110.0,81.0,124000.0,https://www.boat24.com/en/powerboats/wms-classic-35/detail/544435/
5455,529376,Switzerland,USED BOAT,Aluma Craft Alumacraft Escape 165 TL,Aluma,2021,powerboats,Fishing Boat,Aluminium,5.0,1.95,0.3,1,50.0,37.0,34678.98,https://www.boat24.com/en/powerboats/aluma-craft/aluma-craft-alumacraft-escape-165-tl/detail/529376/
5459,534560,Germany,NEW BOAT,Jeanneau Merry Fisher 1295 Fly,Jeanneau,2022,powerboats,Flybridge,GRP,12.41,3.8,0.76,3,300.0,221.0,599900.0,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-merry-fisher-1295-fly/detail/534560/
5464,540749,Portugal,USED BOAT,van der Vlis Cumulant III,van,1963,sailingboats,Classic Sailing Yacht,Steel,10.0,3.1,1.7,1,30.0,22.0,15500.0,https://www.boat24.com/en/sailingboats/van-der-vlis/van-der-vlis-cumulant-iii/detail/540749/
5465,518820,Croatia,USED BOAT,nan,nan,2019,powerboats,Flybridge,GRP,14.2,4.3,1.24,1,20.0,15.0,700000.0,https://www.boat24.com/en/powerboats/ferretti/ferretti-450/detail/518820/
5466,528096,Germany,USED BOAT,K. Frohlich,K.,1969,sailingboats,Daysailer,GRP,9.17,2.8,1.35,1,21.0,15.0,23500.0,https://www.boat24.com/en/sailingboats/k-froehlich/detail/528096/
5467,490839,France,NEW BOAT,Selene 38,Selene,2023,powerboats,Flybridge,PVC,13.72,4.42,1.42,1,185.0,136.0,517960.0,https://www.boat24.com/en/powerboats/selene/selene-38/detail/490839/
5468,529494,Germany,USED BOAT,Gel-Top Karavell 10m,Gel-Top,1983,sailingboats,Daysailer,GRP,9.93,2.13,1.35,1,80.0,59.0,18500.0,https://www.boat24.com/en/sailingboats/gel-top/gel-top-karavell-10m/detail/529494/
5472,487187,Italy,USED BOAT,nan,nan,2010,powerboats,Superyacht,GRP,35.36,7.2,1.8,2,3750.0,2758.0,5500000.0,https://www.boat24.com/en/powerboats/pershing/pershing-115/detail/487187/
5474,430367,Germany,USED BOAT,Aarosund Baadebyggeri Reichel-Pugh Cruis,Aarosund,1988,sailingboats,Regatta Boat,GRP,13.65,4.25,2.65,1,90.0,66.0,64900.0,https://www.boat24.com/en/sailingboats/aaroesund-baadebyggeri-reichel-pugh-cruis/detail/430367/
5475,486830,Germany,NEW BOAT,VanVossen Sloep 650,VanVossen,2021,powerboats,Sport Boat,Aluminium,6.5,2.3,0.8,1,50.0,37.0,55825.0,https://www.boat24.com/en/powerboats/vanvossen/vanvossen-sloep-650/detail/486830/
5476,541686,Switzerland,USED BOAT,MasterCraft X25,MasterCraft,2010,powerboats,Bowrider,GRP,6.55,2.5,0.85,1,390.0,287.0,66300.0,https://www.boat24.com/en/powerboats/mastercraft/mastercraft-x25/detail/541686/
5485,532044,Denmark,USED BOAT,Gozzi 29 Jeep,Gozzi,2004,powerboats,Sport Boat,GRP,8.95,2.6,0.9,1,120.0,88.0,61750.0,https://www.boat24.com/en/powerboats/gozzi-29-jeep/detail/532044/
5491,326036,Switzerland,NEW BOAT,Jeanneau Merrry Fisher 695 HB,Jeanneau,2018,powerboats,Pilothouse,GRP,7.7,2.54,0.8,1,115.0,85.0,84150.0,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-merrry-fisher-695-hb/detail/326036/
5494,495924,Croatia,USED BOAT,nan,nan,2007,powerboats,Motor Yacht,GRP,13.85,3.61,1.02,1,20.0,15.0,179000.0,https://www.boat24.com/en/powerboats/performance/performance-1407/detail/495924/
5495,500982,Greece,USED BOAT,Dufour 525 Grand Large,Dufour,2008,sailingboats,Sailing Yacht,GRP,14.97,4.9,2.3,2,110.0,81.0,209990.0,https://www.boat24.com/en/sailingboats/dufour/dufour-525-grand-large/detail/500982/
5496,475829,Slovenia,USED BOAT,nan,nan,2020,sailingboats,Sailing Yacht,GRP,12.95,4.0,2.0,1,39.0,29.0,275000.0,https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-sun-odyssey-410/detail/475829/
5499,543838,Germany,USED BOAT,Ocean Alexander 42 Altus,Ocean,2003,powerboats,Flybridge,GRP,12.8,4.37,1.16,2,370.0,272.0,229000.0,https://www.boat24.com/en/powerboats/ocean-alexander/ocean-alexander-42-altus/detail/543838/
5500,539680,Italy,USED BOAT,ABSOLUTE 56,ABSOLUTE,2007,powerboats,Motor Yacht,GRP,16.8,4.65,1.17,2,435.0,320.0,450000.0,https://www.boat24.com/en/powerboats/absolute/absolute-56/detail/539680/
5501,526036,Finland,USED BOAT,Sunwind 31,Sunwind,1987,sailingboats,Cruising Yacht,GRP,9.4,2.9,1.5,1,18.0,13.0,17000.0,https://www.boat24.com/en/sailingboats/sunwind/sunwind-31/detail/526036/
5503,487847,Netherlands,USED BOAT,De Vries Lentsch MY,De,2019,powerboats,Motor Yacht,Steel,26.0,6.3,2.26,1,10.0,7.0,390000.0,https://www.boat24.com/en/powerboats/de-vries-lentsch-my/detail/487847/
5506,525377,Netherlands,USED BOAT,Gruno Sport 36,Gruno,1994,powerboats,Trawler,Steel,11.5,3.7,1.0,1,120.0,88.0,92500.0,https://www.boat24.com/en/powerboats/gruno/gruno-sport-36/detail/525377/
5507,545573,Germany,USED BOAT,nan,nan,2001,powerboats,Sport Boat,GRP,8.5,2.6,0.8,1,500.0,368.0,63000.0,https://www.boat24.com/en/powerboats/performance/detail/545573/
5511,427414,Estonia,USED BOAT,Marine Projects PRINCESS 65,Marine,1994,powerboats,Motor Yacht,GRP,20.9,5.08,1.37,2,820.0,603.0,400000.0,https://www.boat24.com/en/powerboats/marine-projects/marine-projects-princess-65/detail/427414/
5512,449599,Italy,USED BOAT,Vizianello 38 Sport,Vizianello,1989,powerboats,Motor Yacht,GRP,12.5,3.65,1.2,2,375.0,276.0,49000.0,https://www.boat24.com/en/powerboats/vizianello/vizianello-38-sport/detail/449599/
5513,525840,Italy,USED BOAT,Luhrs Tournament 32,Luhrs,2001,powerboats,Fishing Boat,GRP,9.83,3.56,0.94,2,315.0,232.0,95000.0,https://www.boat24.com/en/powerboats/luhrs/luhrs-tournament-32/detail/525840/
5514,512047,Slovenia,USED BOAT,Absolute 52 Fly,Absolute,2020,powerboats,Flybridge,GRP,15.93,4.51,1.27,2,435.0,320.0,1250000.0,https://www.boat24.com/en/powerboats/absolute/absolute-52-fly/detail/512047/
5517,539772,Germany,USED BOAT,Impala 28,Impala,1978,sailingboats,Sailing Yacht,GRP,8.65,2.75,1.5,1,10.0,7.0,14000.0,https://www.boat24.com/en/sailingboats/impala/impala-28/detail/539772/
5523,533147,France,USED BOAT,Keizer Yachts 42,Keizer,2019,powerboats,Motor Yacht,GRP,13.42,3.99,1.0,2,400.0,294.0,375000.0,https://www.boat24.com/en/powerboats/keizer-yachts-42/detail/533147/
5526,541780,Portugal,USED BOAT,VSR 6.45,VSR,2022,inflatableboats,RIB,Hypalon,6.65,2.2,0.5,1,130.0,96.0,44000.0,https://www.boat24.com/en/inflatableboats/vsr/vsr-645/detail/541780/
5527,526278,Italy,USED BOAT,Sunseeker Predator 62,Sunseeker,2007,powerboats,Motor Yacht,GRP,19.1,5.0,1.54,2,1100.0,809.0,690000.0,https://www.boat24.com/en/powerboats/sunseeker/sunseeker-predator-62/detail/526278/
5530,542576,Germany,USED BOAT,Bayliner 265 SB,Bayliner,2005,powerboats,Motor Yacht,GRP,8.23,2.59,0.9,1,220.0,162.0,44500.0,https://www.boat24.com/en/powerboats/bayliner/bayliner-265-sb/detail/542576/
5533,404640,Switzerland,USED BOAT,Wellcraft 2700,Wellcraft,1995,powerboats,Cabin Cruiser,GRP,8.6,2.7,0.9,1,320.0,235.0,36618.0,https://www.boat24.com/en/powerboats/wellcraft/wellcraft-2700/detail/404640/
5536,543301,Switzerland,USED BOAT,MasterCraft X1,MasterCraft,2008,powerboats,Sport Boat,GRP,6.27,2.29,0.8,1,268.0,197.0,53550.0,https://www.boat24.com/en/powerboats/mastercraft/mastercraft-x1/detail/543301/
5539,526102,Germany,USED BOAT,Sea Ray 320 Sundancer 700 PS Vollausstattung MJ,Sea,2022,powerboats,Sport Boat,GRP,10.31,3.25,1.04,1,350.0,257.0,394900.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-320-sundancer-700-ps-vollausstattung-mj/detail/526102/
5541,543685,Denmark,USED BOAT,Wasa 55,Wasa,1979,sailingboats,Sailing Yacht,GRP,13.5,2.55,2.0,1,30.0,22.0,39900.0,https://www.boat24.com/en/sailingboats/wasa/wasa-55/detail/543685/
5546,542208,Germany,USED BOAT,Bavaria 32 Holiday,Bavaria,1997,sailingboats,Sailing Yacht,GRP,9.95,3.25,1.7,1,19.0,14.0,40000.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-32-holiday/detail/542208/
5556,490059,Italy,USED BOAT,Cranchi Turchese 24,Cranchi,1999,powerboats,Sport Boat,GRP,7.54,2.45,0.75,1,240.0,177.0,28000.0,https://www.boat24.com/en/powerboats/cranchi/cranchi-turchese-24/detail/490059/
5557,523131,Spain,USED BOAT,Gobbi 265/ Cabin,Gobbi,1999,powerboats,Cabin Cruiser,Carbon Fiber,9.0,3.0,0.75,2,240.0,177.0,55000.0,https://www.boat24.com/en/powerboats/gobbi/gobbi-265-cabin/detail/523131/
5560,543145,Germany,USED BOAT,P-Boot,P-Boot,1978,sailingboats,Cruising Dinghy,GRP,6.5,2.4,0.8,1,33.0,24.0,2500.0,https://www.boat24.com/en/sailingboats/p-boot/detail/543145/
5562,523687,Portugal,USED BOAT,Fairline Corsica,Fairline,1990,powerboats,Flybridge,GRP,11.05,3.62,0.9,2,300.0,221.0,69950.0,https://www.boat24.com/en/powerboats/fairline/fairline-corsica/detail/523687/
5565,543924,Greece,USED BOAT,Bavaria 34,Bavaria,1999,sailingboats,Cruising Yacht,GRP,10.5,3.5,1.8,1,20.0,15.0,47500.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-34/detail/543924/
5574,535070,France,USED BOAT,Benetti Tradition 100,Benetti,2004,powerboats,Superyacht,GRP,30.2,7.15,1.8,2,1350.0,993.0,2300000.0,https://www.boat24.com/en/powerboats/benetti/benetti-tradition-100/detail/535070/
5575,501060,Netherlands,USED BOAT,Antaris 900 Widebody,Antaris,2004,powerboats,Trawler,GRP,9.0,3.0,0.65,1,228.0,168.0,79500.0,https://www.boat24.com/en/powerboats/antaris/antaris-900-widebody/detail/501060/
5579,432105,Germany,NEW BOAT,Flipper 900 ST 2x 225 V6 ab Lager,Flipper,2022,powerboats,Motor Yacht,GRP,9.02,3.15,0.71,2,225.0,165.0,248800.0,https://www.boat24.com/en/powerboats/flipper/flipper-900-st-2x-225-v6-ab-lager/detail/432105/
5581,493434,Montenegro,USED BOAT,Fairline Phantom 42,Fairline,1999,powerboats,Flybridge,GRP,13.08,4.0,1.2,2,370.0,272.0,157000.0,https://www.boat24.com/en/powerboats/fairline/fairline-phantom-42/detail/493434/
5586,494668,Spain,NEW BOAT,Nautor Swan 120,Nautor,2023,sailingboats,Sailing Superyacht,GRP,37.94,8.12,4.7,1,450.0,331.0,35000.0,https://www.boat24.com/en/sailingboats/nautor-swan-120/detail/494668/
5592,542998,Switzerland,USED BOAT,nan,nan,1997,sailingboats,Classic Sailing Yacht,GRP,11.1,3.65,1.8,1,41.0,30.0,71298.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-37/detail/542998/
5594,544028,Switzerland,USED BOAT,Jeanneau Merry Fisher 695 Serie 2 HB,Jeanneau,2020,powerboats,Hardtop,GRP,6.55,2.54,0.5,1,100.0,74.0,70378.98,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-merry-fisher-695-serie-2-hb/detail/544028/
5595,522395,Netherlands,USED BOAT,Maxum 2400 SC3,Maxum,2006,powerboats,Cabin Cruiser,GRP,7.92,2.59,0.51,1,260.0,191.0,32500.0,https://www.boat24.com/en/powerboats/maxum/maxum-2400-sc3/detail/522395/
5596,536815,Italy,USED BOAT,Mattia & Cecco 39,Mattia,1983,sailingboats,Catamaran,GRP,11.7,4.78,0.6,1,80.0,59.0,75000.0,https://www.boat24.com/en/sailingboats/mattia-cecco/mattia-cecco-39/detail/536815/
5597,543460,Italy,USED BOAT,Blu Martin SUN TOP 13.50,Blu,2005,powerboats,Motor Yacht,GRP,13.5,4.05,0.7,2,375.0,276.0,184000.0,https://www.boat24.com/en/powerboats/blu-martin/blu-martin-sun-top-1350/detail/543460/
5601,536428,France,USED BOAT,TJALK,TJALK,1902,powerboats,Houseboat,Steel,20.7,4.5,0.85,2,105.0,77.0,172907.0,https://www.boat24.com/en/powerboats/tjalk/detail/536428/
5602,538526,Switzerland,USED BOAT,MasterCraft x24,MasterCraft,2021,powerboats,Sport Boat,GRP,7.37,2.49,0.7,1,436.0,321.0,233070.0,https://www.boat24.com/en/powerboats/mastercraft/mastercraft-x24/detail/538526/
5611,511124,Netherlands,USED BOAT,MOTORSAILER 1270,MOTORSAILER,1974,sailingboats,Motorsailer,Wood,12.7,3.8,1.8,1,106.0,78.0,39000.0,https://www.boat24.com/en/sailingboats/motorsailer-1270/detail/511124/
5615,528302,Germany,USED BOAT,Jeanneau NC 33,Jeanneau,2020,powerboats,Motor Yacht,GRP,10.52,3.32,0.96,2,220.0,162.0,309000.0,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-nc-33/detail/528302/
5616,490685,Greece,USED BOAT,nan,nan,2010,powerboats,Motor Yacht,GRP,16.03,4.55,1.19,2,715.0,526.0,399000.0,https://www.boat24.com/en/powerboats/azimut/azimut-50/detail/490685/
5617,525847,France,USED BOAT,Fairline F 33,Fairline,2022,powerboats,Sport Boat,GRP,9.99,3.48,0.87,2,430.0,316.0,495000.0,https://www.boat24.com/en/powerboats/fairline/fairline-f-33/detail/525847/
5626,536178,Germany,USED BOAT,Van de Stadt Dogger 32,Van,1968,sailingboats,Classic Sailing Yacht,Wood,9.7,2.7,1.5,1,32.0,24.0,17800.0,https://www.boat24.com/en/sailingboats/van-de-stadt/van-de-stadt-dogger-32/detail/536178/
5627,534502,Italy,USED BOAT,Luhrs 30 Sport,Luhrs,2003,powerboats,Flybridge,GRP,8.84,3.61,0.76,2,300.0,221.0,115000.0,https://www.boat24.com/en/powerboats/luhrs/luhrs-30-sport/detail/534502/
5628,540162,Italy,USED BOAT,Gustafsson Andersson Vervs Ab 30 MT,Gustafsson,1966,powerboats,Superyacht,Aluminium,29.5,5.66,1.4,2,314.0,231.0,600000.0,https://www.boat24.com/en/powerboats/gustafsson-andersson-vervs-ab-30-mt/detail/540162/
5629,264168,Switzerland,USED BOAT,Sloop - E-Drive,Sloop,1966,powerboats,Trawler,Wood,5.25,2.25,0.6,1,50.0,37.0,12750.0,https://www.boat24.com/en/powerboats/sloop--e-drive/detail/264168/
5631,467571,Switzerland,NEW BOAT,Regal LS4C Hensa Edition,Regal,2022,powerboats,Cabin Cruiser,GRP,7.4,2.5,0.86,1,350.0,257.0,179276.22,https://www.boat24.com/en/powerboats/regal/regal-ls4c-hensa-edition/detail/467571/
5635,535427,Belgium,USED BOAT,Maxum 2000SR,Maxum,2008,powerboats,Sport Boat,GRP,6.78,2.44,0.51,1,220.0,162.0,19950.0,https://www.boat24.com/en/powerboats/maxum/maxum-2000sr/detail/535427/
5637,521179,Germany,USED BOAT,Saver 620 Cabin,Saver,2014,powerboats,Cabin Cruiser,GRP,6.4,2.38,0.35,1,100.0,74.0,29990.0,https://www.boat24.com/en/powerboats/saver/saver-620-cabin/detail/521179/
5639,542228,Turkey,USED BOAT,Helmsman opus 35,Helmsman,1977,sailingboats,Cruising Yacht,GRP,10.6,3.33,1.8,1,29.0,21.0,18000.0,https://www.boat24.com/en/sailingboats/helmsman/helmsman-opus-35/detail/542228/
5640,491736,Germany,NEW BOAT,Karnic SL800,Karnic,2022,powerboats,Sport Boat,GRP,9.2,2.96,0.43,2,175.0,129.0,139207.0,https://www.boat24.com/en/powerboats/karnic/karnic-sl800/detail/491736/
5644,517290,Germany,USED BOAT,Woma WOMA D13,Woma,2020,powerboats,Houseboat,GRP,13.0,4.0,1.0,1,15.0,11.0,173000.0,https://www.boat24.com/en/powerboats/woma-woma-d13/detail/517290/
5647,475029,Croatia,USED BOAT,nan,nan,2015,powerboats,Motor Yacht,GRP,18.0,4.7,1.3,2,725.0,533.0,820000.0,https://www.boat24.com/en/powerboats/sunseeker/sunseeker-predator-57/detail/475029/
5649,541037,Germany,USED BOAT,nan,nan,1993,powerboats,Sport Boat,GRP,9.6,2.9,1.0,2,200.0,147.0,36500.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-290-sundancer/detail/541037/
5653,479049,Germany,NEW BOAT,Bayliner Element M17,Bayliner,2023,powerboats,Bowrider,GRP,5.35,2.29,0.64,1,100.0,74.0,41160.0,https://www.boat24.com/en/powerboats/bayliner/bayliner-element-m17/detail/479049/
5657,521421,Switzerland,USED BOAT,Anytec Boats A 27,Anytec,2019,powerboats,Sport Boat,Aluminium,8.4,2.55,0.8,1,350.0,257.0,85680.0,https://www.boat24.com/en/powerboats/anytec-boats/anytec-boats-a-27/detail/521421/
5658,544856,Italy,USED BOAT,Cantiere CPR,Cantiere,1980,sailingboats,Regatta Boat,GRP,8.12,2.98,1.55,1,95.0,7.0,9900.0,https://www.boat24.com/en/sailingboats/cantiere-cpr/detail/544856/
5663,515430,Germany,NEW BOAT,Capelli Tempest TE 570 + Yamaha VF90 LA,Capelli,2023,inflatableboats,RIB,Hypalon,5.7,2.6,0.45,1,90.0,66.0,54900.0,https://www.boat24.com/en/inflatableboats/capelli/capelli-tempest-te-570-yamaha-vf90-la/detail/515430/
5670,523876,Italy,USED BOAT,Cantiere del Sole SOLEADA 141,Cantiere,1985,sailingboats,Sailing Yacht,GRP,12.6,3.95,2.1,1,49.0,36.0,80000.0,https://www.boat24.com/en/sailingboats/cantiere-del-sole-soleada-141/detail/523876/
5671,534540,Spain,USED BOAT,Bertram 31 sport fisherman,Bertram,1968,powerboats,Cabin Cruiser,GRP,10.0,3.4,0.8,2,315.0,232.0,60000.0,https://www.boat24.com/en/powerboats/bertram/bertram-31-sport-fisherman/detail/534540/
5673,534583,Croatia,USED BOAT,nan,nan,1991,powerboats,Motor Yacht,GRP,11.2,3.2,0.63,2,560.0,412.0,110000.0,https://www.boat24.com/en/powerboats/sunseeker/sunseeker-tomahawk-37/detail/534583/
5677,492354,Netherlands,USED BOAT,Menorquin 55,Menorquin,1999,powerboats,Motor Yacht,GRP,10.3,3.55,1.1,2,220.0,162.0,65000.0,https://www.boat24.com/en/powerboats/menorquin/menorquin-55/detail/492354/
5678,530621,Germany,USED BOAT,GERASCH ALU RIVER HAUSBOOT,GERASCH,2017,powerboats,Motor Yacht,Aluminium,12.67,3.9,0.9,1,87.0,64.0,400000.0,https://www.boat24.com/en/powerboats/gerasch-alu-river-hausboot/detail/530621/
5682,544420,Sweden,USED BOAT,Axopar 28,Axopar,2017,powerboats,Motor Yacht,GRP,8.75,2.95,0.9,1,350.0,257.0,79850.0,https://www.boat24.com/en/powerboats/axopar/axopar-28/detail/544420/
5683,514589,Spain,NEW BOAT,SACS Strider 13 Open EFB,SACS,2023,inflatableboats,RIB,GRP,13.35,3.83,0.8,2,400.0,294.0,528700.0,https://www.boat24.com/en/inflatableboats/sacs/sacs-strider-13-open-efb/detail/514589/
5684,536611,Monaco,USED BOAT,Princess S 78,Princess,2021,powerboats,Motor Yacht,GRP,24.48,5.76,1.62,2,1900.0,1397.0,4000000.0,https://www.boat24.com/en/powerboats/princess/princess-s-78/detail/536611/
5687,487725,Germany,USED BOAT,Explorer Motor Yacht,Explorer,2009,powerboats,Motor Yacht,Steel,21.6,5.85,1.76,1,450.0,331.0,899000.0,https://www.boat24.com/en/powerboats/explorer/explorer-motor-yacht/detail/487725/
5690,497738,France,USED BOAT,Boesch Boesch,Boesch,1983,powerboats,Classic Power Boat,Wood,5.3,2.1,0.4,1,260.0,191.0,59500.0,https://www.boat24.com/en/powerboats/boesch/boesch-boesch/detail/497738/
5691,265668,Switzerland,USED BOAT,German Yachtbau SAY Daysailor Race,German,2010,sailingboats,Daysailer,Carbon Fiber,10.45,3.19,2.1,1,90.0,66.0,70380.0,https://www.boat24.com/en/sailingboats/german-yachtbau/german-yachtbau-say-daysailor-race/detail/265668/
5692,516758,Turkey,USED BOAT,Premier Composite Technologies jv74,Premier,2017,sailingboats,Sailing Yacht,GRP,24.4,5.65,5.0,1,160.0,118.0,3000000.0,https://www.boat24.com/en/sailingboats/premier-composite-technologies/premier-composite-technologies-jv74/detail/516758/
5695,531430,United,USED BOAT,CNB 66,CNB,2018,sailingboats,Sailing Yacht,GRP,21.36,5.51,2.95,1,180.0,132.0,1895000.0,https://www.boat24.com/en/sailingboats/cnb/cnb-66/detail/531430/
5697,541774,Switzerland,USED BOAT,Helbling Weekend,Helbling,1965,powerboats,Cabin Cruiser,Wood,6.6,2.35,0.5,1,110.0,81.0,13030.5,https://www.boat24.com/en/powerboats/helbling/helbling-weekend/detail/541774/
5704,530470,Germany,NEW BOAT,Delphia 12 FLyLounge,Delphia,2022,powerboats,Trawler,GRP,12.79,4.26,0.84,2,135.0,99.0,439000.0,https://www.boat24.com/en/powerboats/delphia/delphia-12-flylounge/detail/530470/
5707,477505,Italy,USED BOAT,Pershing 62,Pershing,2007,powerboats,Hardtop,GRP,19.42,5.0,1.25,2,3100.0,2280.0,925000.0,https://www.boat24.com/en/powerboats/pershing/pershing-62/detail/477505/
5709,539594,Germany,USED BOAT,nan,nan,1976,sailingboats,Keelboat,GRP,9.72,3.15,1.75,1,28.0,20.0,24000.0,https://www.boat24.com/en/sailingboats/hatecke/hatecke-hornet-32/detail/539594/
5710,321971,Austria,NEW BOAT,Cranchi T 36 CROSSOVER,Cranchi,2021,powerboats,Motor Yacht,GRP,11.85,3.53,1.0,2,270.0,199.0,613000.0,https://www.boat24.com/en/powerboats/cranchi/cranchi-t-36-crossover/detail/321971/
5711,519908,Germany,NEW BOAT,Bayliner Element M15,Bayliner,2023,powerboats,Sport Boat,GRP,4.63,2.04,0.64,1,40.0,29.0,19999.0,https://www.boat24.com/en/powerboats/bayliner/bayliner-element-m15/detail/519908/
5712,535329,Italy,USED BOAT,Riva 25 SPORT FISHERMAN,Riva,1974,powerboats,Fishing Boat,GRP,7.52,3.02,0.68,2,210.0,154.0,55000.0,https://www.boat24.com/en/powerboats/riva/riva-25-sport-fisherman/detail/535329/
5714,497003,Germany,NEW BOAT,Moody AC 41,Moody,2022,sailingboats,Sailing Yacht,Steel,12.99,4.08,1.99,1,40.0,29.0,450000.0,https://www.boat24.com/en/sailingboats/moody/moody-ac-41/detail/497003/
5715,540303,Netherlands,USED BOAT,Vri-Jon 37 Contessa,Vri-Jon,1995,powerboats,Motor Yacht,Steel,11.4,3.8,1.2,1,90.0,66.0,85000.0,https://www.boat24.com/en/powerboats/vri-jon/vri-jon-37-contessa/detail/540303/
5717,541870,Italy,USED BOAT,Azimut 62,Azimut,2006,powerboats,Flybridge,GRP,19.7,5.06,1.38,2,1015.0,747.0,750000.0,https://www.boat24.com/en/powerboats/azimut/azimut-62/detail/541870/
5718,521392,Germany,USED BOAT,Regal 2665 Commodore Express,Regal,2007,powerboats,Motor Yacht,GRP,7.7,2.54,0.9,1,284.0,209.0,52500.0,https://www.boat24.com/en/powerboats/regal/regal-2665-commodore-express/detail/521392/
5719,516527,Germany,NEW BOAT,Beneteau Antares 8,Beneteau,2023,powerboats,Cabin Cruiser,GRP,8.06,2.8,0.8,1,200.0,147.0,105999.0,https://www.boat24.com/en/powerboats/beneteau/beneteau-antares-8/detail/516527/
